JugadorID,PromedioGeneral
157,47.5000
158,60.6250
159,43.3750
160,53.8750
161,56.5000
162,52.1250
163,44.0000
164,48.2500
165,42.3750
166,52.2500
167,48.3750
168,47.0000
169,53.1250
170,45.7500
171,45.7500
172,53.6250
173,49.8750
174,51.3750
175,42.7500
176,54.3750
177,47.7500
178,49.7500
179,44.1250
180,59.5000
181,47.2500
182,52.8750
183,61.3750
184,53.7500
185,39.3750
186,47.2500
187,42.1250
188,58.7500
189,51.1250
190,50.8750
191,49.5000
192,52.1250
193,43.5000
194,47.1250
195,46.3750
196,41.5000
197,50.8750
198,60.7500
199,45.6250
200,52.7500
201,54.5000
202,47.6250
203,52.7500
204,47.7500
205,50.6250
206,53.1250
207,44.1250
208,51.2500
209,50.8750
210,40.8750
211,44.8750
212,53.7500
213,47.1250
214,47.8750
215,48.5000
216,59.2500
217,45.0000
218,54.5000
219,53.5000
220,49.2500
221,49.1250
222,57.7500
223,51.7500
224,53.0000
225,52.3750
226,49.7500
227,53.3750
228,52.0000
229,46.8750
230,47.7500
231,62.0000
232,51.3750
233,56.5000
234,53.6250
235,41.6250
236,51.3750
237,54.0000
238,54.2500
239,41.6250
240,53.3750
241,48.6250
242,50.3750
243,55.7500
244,52.3750
245,49.8750
246,57.6250
247,51.5000
248,56.8750
249,46.7500
250,51.0000
251,39.0000
252,45.5000
253,58.0000
254,47.6250
255,53.3750
256,55.5000
257,52.2500
258,49.5000
259,46.0000
260,54.0000
261,50.8750
262,52.7500
263,51.6250
264,47.6250
265,50.7500
266,55.5000
267,66.1250
268,54.5000
269,48.2500
270,41.5000
271,50.2500
272,40.8750
273,43.8750
274,47.2500
275,57.5000
276,46.6250
277,55.2500
278,42.1250
279,47.2500
280,56.1250
281,59.3750
282,52.8750
283,46.3750
284,41.6250
285,58.0000
286,53.7500
287,63.7500
288,51.2500
289,53.6250
290,54.6250
291,44.8750
292,41.1250
293,52.8750
294,51.8750
295,55.3750
296,50.6250
297,51.1250
298,60.7500
299,51.6250
300,45.2500
301,46.8750
302,45.1250
303,52.6250
304,47.2500
305,52.0000
306,45.7500
307,43.2500
308,46.3750
309,40.7500
310,45.5000
311,53.3750
312,54.1250
313,56.5000
314,46.2500
315,48.0000
316,54.0000
317,54.8750
318,48.2500
319,41.8750
320,53.2500
321,38.1250
322,53.3750
323,45.2500
324,43.2500
325,49.2500
326,52.8750
327,41.2500
328,52.8750
329,47.2500
330,56.8750
331,47.3750
332,40.8750
333,48.0000
334,51.7500
335,50.1250
336,45.5000
337,53.7500
338,44.5000
339,39.7500
340,50.8750
341,46.0000
342,54.7500
343,39.8750
344,51.7500
345,54.6250
346,50.2500
347,54.8750
348,49.3750
349,54.3750
350,48.3750
351,47.6250
352,51.6250
353,52.5000
354,43.8750
355,50.3750
356,53.0000
357,42.2500
358,52.8750
359,47.2500
360,51.1250
361,39.6250
362,49.5000
363,54.6250
364,44.1250
365,49.3750
366,56.5000
367,51.3750
368,36.3750
369,52.2500
370,58.5000
371,60.7500
372,39.5000
373,52.2500
374,49.5000
375,58.6250
376,57.0000
377,56.0000
378,44.2500
379,55.7500
380,44.6250
381,50.7500
382,44.5000
383,53.5000
384,57.8750
385,47.7500
386,57.3750
387,50.8750
388,46.2500
389,51.1250
390,59.5000
391,43.2500
392,44.3750
393,51.0000
394,52.2500
395,47.6250
396,49.2500
397,45.2500
398,57.8750
399,52.1250
400,48.3750
401,44.8750
402,51.1250
403,50.5000
404,63.3750
405,52.3750
406,48.2500
407,58.2500
408,50.3750
409,55.3750
410,46.7500
411,53.5000
412,51.3750
413,49.2500
414,55.3750
415,52.1250
416,48.6250
417,46.6250
418,53.0000
419,41.0000
420,57.5000
421,54.8750
422,50.2500
423,50.6250
424,50.7500
425,62.0000
426,40.3750
427,49.2500
428,50.3750
429,49.0000
430,48.6250
431,54.5000
432,53.8750
433,49.5000
434,41.8750
435,49.7500
436,56.3750
437,56.5000
438,57.7500
439,47.6250
440,51.6250
441,46.8750
442,63.3750
443,54.6250
444,52.7500
445,43.5000
446,59.3750
447,53.3750
448,45.2500
449,46.1250
450,56.8750
451,50.7500
452,55.0000
453,58.5000
454,49.0000
455,58.2500
456,64.0000
457,54.5000
458,40.6250
459,58.5000
460,52.3750
461,33.1250
462,42.8750
463,44.5000
464,51.3750
465,45.7500
466,54.7500
467,49.1250
468,50.2500
469,52.7500
470,49.3750
471,55.1250
472,39.3750
473,46.3750
474,47.7500
475,44.6250
476,39.6250
477,49.6250
478,45.7500
479,44.2500
480,51.5000
481,47.7500
482,53.2500
483,47.5000
484,42.6250
485,48.2500
486,52.8750
487,54.2500
488,49.6250
489,48.0000
490,56.0000
491,42.8750
492,41.5000
493,36.2500
494,47.7500
495,47.0000
496,58.0000
497,57.3750
498,41.0000
499,57.5000
500,49.7500
501,53.1250
502,52.6250
503,47.7500
504,47.7500
505,54.2500
506,43.3750
507,50.6250
508,48.6250
509,47.7500
510,53.7500
511,49.3750
512,49.3750
513,50.2500
514,58.1250
515,48.2500
516,48.7500
517,54.8750
518,46.8750
519,44.0000
520,59.2500
521,53.6250
522,53.0000
523,51.8750
524,41.6250
525,41.7500
526,46.8750
527,58.3750
528,55.5000
529,60.0000
530,54.5000
531,60.6250
532,47.0000
533,56.0000
534,56.1250
535,49.0000
536,47.7500
537,47.7500
538,40.2500
539,47.1250
540,48.1250
541,46.7500
542,49.7500
543,48.7500
544,47.8750
545,51.1250
546,50.7500
547,53.7500
548,48.7500
549,60.3750
550,43.6250
551,49.0000
552,43.2500
553,41.7500
554,57.0000
555,53.1250
556,48.2500
557,52.0000
558,37.0000
559,64.5000
560,53.6250
561,53.1250
562,51.6250
563,37.6250
564,50.0000
565,50.7500
566,54.1250
567,53.2500
568,54.2500
569,47.2500
570,50.7500
571,45.1250
572,47.6250
573,61.5000
574,45.3750
575,41.8750
576,45.2500
577,50.7500
578,53.0000
579,54.6250
580,43.8750
581,51.5000
582,54.2500
583,48.2500
584,51.6250
585,47.6250
586,61.3750
587,54.7500
588,42.8750
589,55.6250
590,53.5000
591,56.2500
592,48.6250
593,50.8750
594,50.7500
595,47.8750
596,52.1250
597,55.3750
598,39.6250
599,42.6250
600,47.5000
601,53.5000
602,49.8750
603,55.8750
604,51.0000
605,46.6250
606,42.3750
607,50.5000
608,44.3750
609,46.0000
610,42.1250
611,44.0000
612,49.6250
613,50.1250
614,54.3750
615,50.2500
616,44.7500
617,54.1250
618,48.8750
619,56.5000
620,47.1250
621,60.8750
622,42.5000
623,44.8750
624,58.2500
625,43.2500
626,59.1250
627,53.1250
628,50.8750
629,47.6250
630,49.3750
631,48.7500
632,47.1250
633,50.3750
634,41.7500
635,52.8750
636,48.3750
637,62.1250
638,47.6250
639,51.8750
640,45.1250
641,43.3750
642,44.6250
643,54.8750
644,52.1250
645,49.7500
646,57.5000
647,52.2500
648,54.0000
649,57.1250
650,50.0000
651,42.5000
652,46.2500
653,47.8750
654,45.7500
655,54.3750
656,47.6250
657,60.0000
658,48.2500
659,57.0000
660,55.5000
661,38.0000
662,44.5000
663,55.3750
664,47.6250
665,45.6250
666,36.3750
667,54.2500
668,49.1250
669,53.2500
670,42.3750
671,44.8750
672,53.3750
673,38.8750
674,49.0000
675,46.7500
676,49.8750
677,52.6250
678,48.6250
679,58.8750
680,55.0000
681,50.8750
682,50.8750
683,47.8750
684,44.5000
685,51.8750
686,50.5000
687,53.1250
688,40.6250
689,50.3750
690,46.6250
691,53.1250
692,48.1250
693,56.5000
694,48.8750
695,44.2500
696,53.6250
697,51.0000
698,54.0000
699,49.6250
700,51.0000
701,46.3750
702,53.6250
703,41.1250
704,41.2500
705,57.6250
706,50.8750
707,45.6250
708,56.5000
709,50.7500
710,47.3750
711,47.5000
712,55.8750
713,54.1250
714,48.3750
715,49.2500
716,56.8750
717,43.7500
718,41.7500
719,55.8750
720,47.8750
721,60.3750
722,48.1250
723,44.0000
724,39.8750
725,34.8750
726,47.8750
727,48.2500
728,47.1250
729,49.1250
730,52.2500
731,59.5000
732,46.0000
733,49.2500
734,52.7500
735,53.6250
736,52.0000
737,61.8750
738,54.6250
739,56.3750
740,53.5000
741,48.2500
742,48.0000
743,53.8750
744,47.2500
745,50.1250
746,48.3750
747,44.7500
748,52.6250
749,45.5000
750,51.0000
751,53.1250
752,34.6250
753,51.8750
754,52.5000
755,45.7500
756,49.2500
757,47.1250
758,37.8750
759,58.7500
760,48.3750
761,63.5000
762,41.7500
763,47.5000
764,48.3750
765,57.3750
766,53.1250
767,45.7500
768,55.2500
769,48.3750
770,51.8750
771,53.6250
772,55.0000
773,51.5000
774,48.8750
775,54.8750
776,49.1250
777,49.3750
778,45.6250
779,48.8750
780,56.5000
781,56.2500
782,56.8750
783,45.0000
784,44.3750
785,47.6250
786,47.6250
787,53.7500
788,44.7500
789,48.0000
790,46.3750
791,47.5000
792,44.7500
793,47.2500
794,44.8750
795,49.7500
796,51.7500
797,52.0000
798,50.0000
799,53.7500
800,49.1250
801,44.6250
802,47.5000
803,47.6250
804,51.6250
805,52.5000
806,42.3750
807,53.5000
808,50.2500
809,51.1250
810,43.6250
811,45.2500
812,48.3750
813,47.2500
814,54.0000
815,45.3750
816,47.3750
817,49.1250
818,51.6250
819,55.5000
820,52.2500
821,49.8750
822,52.6250
823,62.0000
824,54.6250
825,49.2500
826,47.8750
827,43.7500
828,59.3750
829,49.5000
830,49.1250
831,50.7500
832,48.3750
833,50.1250
834,67.5000
835,49.1250
836,48.8750
837,48.0000
838,51.1250
839,56.5000
840,39.0000
841,42.6250
842,48.7500
843,47.2500
844,53.3750
845,44.7500
846,55.5000
847,58.3750
848,54.1250
849,55.7500
850,56.5000
851,46.8750
852,45.6250
853,53.3750
854,45.8750
855,56.7500
856,48.6250
857,40.5000
858,46.8750
859,60.7500
860,60.0000
861,52.0000
862,45.7500
863,47.5000
864,48.6250
865,53.2500
866,53.3750
867,53.7500
868,57.0000
869,41.5000
870,43.8750
871,49.2500
872,53.5000
873,45.0000
874,42.8750
875,45.2500
876,62.2500
877,59.1250
878,44.1250
879,43.8750
880,50.0000
881,51.7500
882,55.8750
883,45.0000
884,53.3750
885,44.3750
886,51.0000
887,47.3750
888,52.0000
889,43.6250
890,39.8750
891,48.6250
892,54.8750
893,49.2500
894,50.8750
895,55.1250
896,49.0000
897,47.0000
898,48.2500
899,47.1250
900,51.2500
901,54.0000
902,44.1250
903,48.1250
904,47.7500
905,49.5000
906,45.7500
907,56.0000
908,50.8750
909,44.1250
910,61.6250
911,46.6250
912,50.7500
913,47.8750
914,49.2500
915,59.3750
916,49.2500
917,46.0000
918,49.1250
919,47.2500
920,46.5000
921,46.2500
922,53.1250
923,47.5000
924,51.2500
925,54.8750
926,46.8750
927,53.7500
928,53.0000
929,52.8750
930,59.2500
931,50.1250
932,43.5000
933,46.3750
934,38.8750
935,48.3750
936,53.5000
937,50.0000
938,39.2500
939,51.3750
940,51.1250
941,47.0000
942,46.1250
943,44.2500
944,53.5000
945,50.8750
946,51.0000
947,60.2500
948,49.2500
949,56.1250
950,44.2500
951,65.6250
952,52.5000
953,51.8750
954,48.1250
955,49.0000
956,39.1250
957,55.8750
958,55.8750
959,51.8750
960,56.2500
961,54.7500
962,49.7500
963,46.7500
964,45.6250
965,52.1250
966,46.8750
967,45.5000
968,52.0000
969,42.3750
970,53.1250
971,47.5000
972,54.3750
973,53.5000
974,42.5000
975,49.1250
976,54.5000
977,51.5000
978,57.3750
979,44.2500
980,49.6250
981,48.2500
982,47.0000
983,50.6250
984,59.0000
985,47.1250
986,50.6250
987,44.5000
988,58.0000
989,60.7500
990,49.0000
991,49.7500
992,52.2500
993,47.0000
994,50.1250
995,47.3750
996,48.0000
997,51.1250
998,54.7500
999,52.7500
1000,58.7500
1001,58.6250
1002,46.6250
1003,47.5000
1004,47.5000
1005,52.8750
1006,60.6250
1007,47.6250
1008,55.3750
1009,44.3750
1010,48.1250
1011,46.1250
1012,53.1250
1013,56.5000
1014,42.3750
1015,40.3750
1016,51.1250
1017,45.7500
1018,53.2500
1019,55.2500
1020,48.5000
1021,55.3750
1022,43.8750
1023,45.2500
1024,46.1250
1025,50.7500
1026,45.1250
1027,55.3750
1028,47.1250
1029,37.0000
1030,54.3750
1031,56.3750
1032,58.8750
1033,58.0000
1034,51.8750
1035,53.3750
1036,46.7500
1037,52.3750
1038,46.1250
1039,47.3750
1040,46.1250
1041,47.8750
1042,56.3750
1043,54.0000
1044,46.5000
1045,43.1250
1046,42.8750
1047,51.5000
1048,54.8750
1049,51.8750
1050,51.6250
1051,49.1250
1052,42.2500
1053,65.1250
1054,48.3750
1055,44.5000
1056,49.7500
1057,54.5000
1058,54.2500
1059,50.8750
1060,48.5000
1061,50.7500
1062,51.7500
1063,51.3750
1064,53.2500
1065,47.7500
1066,52.8750
1067,45.3750
1068,59.3750
1069,49.7500
1070,36.1250
1071,52.5000
1072,52.5000
1073,50.7500
1074,41.3750
1075,56.1250
1076,36.7500
1077,52.0000
1078,43.7500
1079,49.3750
1080,51.2500
1081,42.2500
1082,50.0000
1083,54.2500
1084,48.0000
1085,49.7500
1086,49.6250
1087,42.2500
1088,57.0000
1089,50.1250
1090,48.6250
1091,38.6250
1092,52.8750
1093,44.0000
1094,43.1250
1095,52.3750
1096,46.7500
1097,44.5000
1098,51.2500
1099,52.6250
1100,57.3750
1101,49.5000
1102,49.5000
1103,44.1250
1104,51.3750
1105,45.8750
1106,52.1250
1107,51.8750
1108,53.8750
1109,49.7500
1110,45.8750
1111,47.5000
1112,51.3750
1113,54.2500
1114,46.1250
1115,50.7500
1116,45.5000
1117,46.3750
1118,51.5000
1119,60.6250
1120,61.1250
1121,47.2500
1122,43.3750
1123,59.7500
1124,44.8750
1125,49.7500
1126,55.0000
1127,44.7500
1128,46.2500
1129,50.1250
1130,57.2500
1131,49.8750
1132,47.5000
1133,53.0000
1134,47.2500
1135,47.0000
1136,54.0000
1137,54.2500
1138,52.1250
1139,43.2500
1140,60.5000
1141,47.0000
1142,60.5000
1143,55.3750
1144,51.5000
1145,53.1250
1146,56.3750
1147,53.2500
1148,55.7500
1149,48.3750
1150,49.7500
1151,50.3750
1152,51.1250
1153,48.7500
1154,56.6250
1155,46.6250
1156,50.8750
1157,55.1250
1158,55.2500
1159,63.1250
1160,57.1250
1161,43.3750
1162,49.2500
1163,59.5000
1164,49.5000
1165,53.8750
1166,51.8750
1167,53.2500
1168,57.6250
1169,53.2500
1170,47.0000
1171,57.5000
1172,47.2500
1173,60.8750
1174,46.8750
1175,39.5000
1176,57.0000
1177,53.6250
1178,42.0000
1179,53.0000
1180,45.0000
1181,50.2500
1182,55.8750
1183,51.2500
1184,50.6250
1185,60.8750
1186,49.1250
1187,46.6250
1188,51.0000
1189,52.6250
1190,45.0000
1191,50.5000
1192,47.8750
1193,47.2500
1194,39.5000
1195,46.3750
1196,52.0000
1197,48.1250
1198,40.2500
1199,40.0000
1200,50.8750
1201,43.7500
1202,48.2500
1203,50.8750
1204,43.5000
1205,57.7500
1206,58.0000
1207,56.2500
1208,50.1250
1209,55.5000
1210,53.7500
1211,47.6250
1212,43.5000
1213,49.7500
1214,46.1250
1215,48.1250
1216,43.5000
1217,42.5000
1218,55.2500
1219,56.7500
1220,57.2500
1221,50.1250
1222,59.3750
1223,44.5000
1224,42.5000
1225,54.2500
1226,49.1250
1227,45.3750
1228,53.5000
1229,51.1250
1230,54.8750
1231,48.5000
1232,48.3750
1233,51.1250
1234,49.7500
1235,50.7500
1236,50.1250
1237,56.2500
1238,48.5000
1239,48.3750
1240,48.3750
1241,51.6250
1242,45.6250
1243,53.5000
1244,59.7500
1245,54.2500
1246,53.0000
1247,48.8750
1248,50.5000
1249,61.2500
1250,55.3750
1251,50.7500
1252,65.5000
1253,43.8750
1254,44.5000
1255,47.3750
1256,52.2500
1257,42.5000
1258,42.6250
1259,47.6250
1260,45.3750
1261,46.1250
1262,45.3750
1263,46.7500
1264,46.7500
1265,48.1250
1266,46.0000
1267,53.8750
1268,52.2500
1269,49.1250
1270,47.3750
1271,53.7500
1272,52.5000
1273,55.6250
1274,51.0000
1275,58.3750
1276,51.3750
1277,54.1250
1278,46.0000
1279,40.5000
1280,47.6250
1281,49.5000
1282,47.0000
1283,50.8750
1284,53.6250
1285,43.5000
1286,52.0000
1287,46.6250
1288,55.8750
1289,56.5000
1290,46.3750
1291,46.6250
1292,36.7500
1293,49.7500
1294,46.8750
1295,51.2500
1296,49.7500
1297,53.5000
1298,58.0000
1299,44.1250
1300,36.5000
1301,49.2500
1302,53.1250
1303,55.3750
1304,43.0000
1305,57.1250
1306,45.8750
1307,54.1250
1308,41.5000
1309,56.3750
1310,56.1250
1311,48.3750
1312,53.7500
1313,47.1250
1314,53.0000
1315,43.8750
1316,40.6250
1317,56.6250
1318,46.3750
1319,46.3750
1320,40.3750
1321,56.2500
1322,52.7500
1323,63.5000
1324,57.6250
1325,46.0000
1326,50.2500
1327,44.8750
1328,53.3750
1329,47.1250
1330,54.2500
1331,51.3750
1332,41.3750
1333,43.5000
1334,36.2500
1335,43.1250
1336,51.1250
1337,59.2500
1338,46.3750
1339,46.8750
1340,41.3750
1341,56.3750
1342,47.2500
1343,40.1250
1344,54.5000
1345,47.7500
1346,46.2500
1347,57.3750
1348,41.7500
1349,48.5000
1350,53.8750
1351,46.0000
1352,56.6250
1353,48.1250
1354,47.5000
1355,59.8750
1356,56.8750
1357,45.5000
1358,55.6250
1359,45.2500
1360,53.2500
1361,47.3750
1362,54.1250
1363,48.8750
1364,39.3750
1365,51.3750
1366,35.6250
1367,50.8750
1368,48.2500
1369,48.6250
1370,42.8750
1371,49.7500
1372,49.5000
1373,55.0000
1374,49.0000
1375,60.6250
1376,46.2500
1377,45.7500
1378,53.0000
1379,49.6250
1380,56.5000
1381,50.2500
1382,44.0000
1383,56.3750
1384,55.5000
1385,50.1250
1386,49.0000
1387,59.2500
1388,46.8750
1389,45.1250
1390,47.6250
1391,54.7500
1392,54.1250
1393,48.2500
1394,42.7500
1395,54.7500
1396,45.7500
1397,46.0000
1398,42.7500
1399,54.3750
1400,54.7500
1401,53.2500
1402,47.8750
1403,51.3750
1404,51.3750
1405,57.3750
1406,48.7500
1407,49.5000
1408,51.3750
1409,52.6250
1410,49.8750
1411,51.6250
1412,57.8750
1413,52.1250
1414,43.8750
1415,42.7500
1416,44.6250
1417,54.0000
1418,48.0000
1419,45.8750
1420,50.1250
1421,50.1250
1422,53.6250
1423,43.2500
1424,42.6250
1425,49.0000
1426,55.5000
1427,56.8750
1428,49.8750
1429,48.3750
1430,53.5000
1431,49.2500
1432,50.0000
1433,44.6250
1434,52.1250
1435,50.7500
1436,45.7500
1437,41.5000
1438,53.5000
1439,49.5000
1440,46.8750
1441,50.1250
1442,51.3750
1443,50.0000
1444,57.0000
1445,47.1250
1446,52.8750
1447,50.3750
1448,43.2500
1449,43.5000
1450,51.2500
1451,54.1250
1452,47.8750
1453,50.1250
1454,45.0000
1455,42.6250
1456,51.0000
1457,46.3750
1458,53.2500
1459,44.2500
1460,43.2500
1461,53.8750
1462,45.5000
1463,51.7500
1464,42.6250
1465,48.5000
1466,43.2500
1467,47.2500
1468,45.0000
1469,38.1250
1470,47.1250
1471,49.5000
1472,48.1250
1473,45.5000
1474,51.8750
1475,39.6250
1476,47.2500
1477,51.7500
1478,52.7500
1479,52.3750
1480,53.2500
1481,40.7500
1482,55.6250
1483,50.8750
1484,46.6250
1485,48.1250
1486,48.2500
1487,54.8750
1488,45.1250
1489,58.3750
1490,44.6250
1491,45.1250
1492,51.5000
1493,49.5000
1494,50.1250
1495,55.6250
1496,52.7500
1497,46.2500
1498,56.5000
1499,39.1250
1500,49.8750
1501,46.7500
1502,53.3750
1503,45.3750
1504,41.3750
1505,48.8750
1506,54.0000
1507,40.3750
1508,51.3750
1509,56.8750
1510,47.7500
1511,51.5000
1512,44.2500
1513,48.5000
1514,48.8750
1515,52.8750
1516,52.8750
1517,50.3750
1518,48.8750
1519,54.1250
1520,53.1250
1521,53.0000
1522,54.7500
1523,49.3750
1524,51.2500
1525,52.3750
1526,48.2500
1527,46.7500
1528,45.7500
1529,55.3750
1530,50.2500
1531,53.0000
1532,46.7500
1533,48.7500
1534,52.1250
1535,54.1250
1536,49.2500
1537,48.7500
1538,47.7500
1539,44.5000
1540,41.0000
1541,48.1250
1542,50.5000
1543,46.1250
1544,59.3750
1545,61.6250
1546,50.1250
1547,50.8750
1548,57.8750
1549,50.1250
1550,49.0000
1551,52.8750
1552,55.5000
1553,48.6250
1554,48.0000
1555,55.5000
1556,50.7500
1557,47.3750
1558,44.6250
1559,45.6250
1560,52.3750
1561,54.2500
1562,43.6250
1563,52.0000
1564,41.7500
1565,45.2500
1566,45.2500
1567,50.2500
1568,48.3750
1569,44.3750
1570,55.8750
1571,50.5000
1572,46.1250
1573,53.7500
1574,45.6250
1575,45.3750
1576,47.2500
1577,48.8750
1578,49.5000
1579,52.8750
1580,42.1250
1581,52.7500
1582,51.1250
1583,54.0000
1584,48.6250
1585,53.0000
1586,56.3750
1587,39.3750
1588,51.8750
1589,48.5000
1590,50.8750
1591,56.3750
1592,57.2500
1593,53.6250
1594,47.5000
1595,44.5000
1596,38.2500
1597,52.0000
1598,54.1250
1599,47.8750
1600,35.8750
1601,46.2500
1602,61.7500
1603,57.1250
1604,50.2500
1605,50.5000
1606,48.6250
1607,57.2500
1608,47.6250
1609,45.3750
1610,49.2500
1611,45.6250
1612,55.0000
1613,54.8750
1614,36.6250
1615,59.1250
1616,50.3750
1617,50.0000
1618,47.7500
1619,55.5000
1620,40.0000
1621,53.3750
1622,50.7500
1623,52.8750
1624,49.7500
1625,49.2500
1626,57.5000
1627,52.8750
1628,55.5000
1629,52.1250
1630,56.8750
1631,42.3750
1632,48.0000
1633,53.1250
1634,54.1250
1635,42.0000
1636,50.1250
1637,43.8750
1638,52.3750
1639,46.1250
1640,64.5000
1641,53.2500
1642,50.0000
1643,42.0000
1644,55.3750
1645,45.5000
1646,50.7500
1647,54.3750
1648,50.7500
1649,49.3750
1650,44.7500
1651,56.7500
1652,48.0000
1653,52.3750
1654,50.1250
1655,51.7500
1656,54.6250
1657,47.6250
1658,56.2500
1659,57.6250
1660,40.3750
1661,52.3750
1662,48.1250
1663,44.7500
1664,48.2500
1665,46.7500
1666,47.8750
1667,55.2500
1668,50.2500
1669,50.3750
1670,49.5000
1671,51.5000
1672,54.6250
1673,46.7500
1674,45.6250
1675,55.7500
1676,53.7500
1677,43.5000
1678,51.3750
1679,45.1250
1680,55.7500
1681,54.5000
1682,50.0000
1683,62.8750
1684,45.6250
1685,55.3750
1686,45.8750
1687,46.2500
1688,46.2500
1689,50.5000
1690,54.3750
1691,42.0000
1692,39.0000
1693,57.5000
1694,55.8750
1695,53.8750
1696,52.7500
1697,47.3750
1698,49.3750
1699,50.7500
1700,44.3750
1701,46.7500
1702,41.8750
1703,47.2500
1704,45.2500
1705,40.5000
1706,45.1250
1707,43.7500
1708,44.1250
1709,54.1250
1710,52.8750
1711,49.6250
1712,50.1250
1713,52.0000
1714,47.5000
1715,53.8750
1716,55.1250
1717,53.3750
1718,56.3750
1719,62.5000
1720,55.3750
1721,55.2500
1722,53.7500
1723,47.0000
1724,53.2500
1725,39.7500
1726,42.3750
1727,48.3750
1728,59.3750
1729,52.5000
1730,48.6250
1731,52.3750
1732,46.8750
1733,43.8750
1734,44.6250
1735,51.2500
1736,49.1250
1737,56.7500
1738,55.0000
1739,48.7500
1740,49.6250
1741,59.7500
1742,55.0000
1743,52.1250
1744,42.1250
1745,52.8750
1746,54.7500
1747,47.3750
1748,51.8750
1749,42.6250
1750,55.7500
1751,45.3750
1752,57.1250
1753,45.7500
1754,51.0000
1755,43.6250
1756,44.6250
1757,57.3750
1758,48.0000
1759,43.2500
1760,47.3750
1761,50.8750
1762,49.1250
1763,52.2500
1764,49.1250
1765,51.7500
1766,48.3750
1767,52.7500
1768,45.6250
1769,47.7500
1770,48.1250
1771,45.5000
1772,50.0000
1773,53.0000
1774,45.2500
1775,48.1250
1776,46.7500
1777,54.5000
1778,46.3750
1779,45.6250
1780,52.7500
1781,54.6250
1782,56.2500
1783,49.1250
1784,48.5000
1785,47.7500
1786,45.6250
1787,50.7500
1788,46.2500
1789,54.7500
1790,54.0000
1791,53.0000
1792,43.6250
1793,40.8750
1794,56.0000
1795,41.1250
1796,45.3750
1797,55.6250
1798,54.1250
1799,39.8750
1800,57.0000
1801,49.0000
1802,38.7500
1803,45.1250
1804,61.5000
1805,41.7500
1806,46.0000
1807,48.1250
1808,50.8750
1809,53.0000
1810,58.6250
1811,60.0000
1812,48.0000
1813,53.1250
1814,48.5000
1815,44.2500
1816,47.1250
1817,45.1250
1818,54.0000
1819,44.5000
1820,51.1250
1821,50.6250
1822,50.5000
1823,43.6250
1824,45.7500
1825,56.7500
1826,43.2500
1827,56.7500
1828,54.6250
1829,51.3750
1830,42.0000
1831,47.1250
1832,51.5000
1833,52.7500
1834,47.6250
1835,53.2500
1836,54.8750
1837,54.7500
1838,49.1250
1839,49.0000
1840,43.3750
1841,61.0000
1842,41.3750
1843,43.8750
1844,48.3750
1845,55.5000
1846,56.0000
1847,59.3750
1848,53.5000
1849,46.8750
1850,46.2500
1851,49.8750
1852,52.7500
1853,58.7500
1854,47.8750
1855,58.8750
1856,41.2500
1857,46.7500
1858,44.1250
1859,55.2500
1860,45.0000
1861,54.5000
1862,53.7500
1863,40.3750
1864,52.0000
1865,53.3750
1866,47.7500
1867,54.2500
1868,46.7500
1869,51.6250
1870,50.8750
1871,41.5000
